,identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas,location_info,display_name,town,state_district,country,temperature,humidity
69,2429481,Centrolene lynchi,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,lynchi,Válido,EN,[],,,,,,,
70,10814932,Centrolene solitaria,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,solitaria,Válido,EN,[],,,,,,,
71,10724610,Nymphargus balionota,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,balionotus,Válido,VU,[],,,,,,,
72,10787159,Cochranella litoralis,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Cochranella,litoralis,Válido,VU,[],,,,,,,
73,2429441,Cochranella xanthocheridia,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Cochranella,xanthocheridia,Válido,VU,"[(5.297528, -74.911722), (5.297528, -74.911722), (4.974167, -76.228333)]","{'place_id': 298338965, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 808523149, 'lat': '5.2995778', 'lon': '-74.9108064', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Carrera 6', 'display_name': 'Carrera 6, La Albania, Mariquita, Norte, Tolima, RAP (Especial) Central, Colombia', 'address': {'road': 'Carrera 6', 'village': 'La Albania', 'town': 'Mariquita', 'state_district': 'Norte', 'state': 'Tolima', 'ISO3166-2-lvl4': 'CO-TOL', 'region': 'RAP (Especial) Central', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.2995366', '5.2996869', '-74.9108064', '-74.9098344']}","Carrera 6, La Albania, Mariquita, Norte, Tolima, RAP (Especial) Central, Colombia",Mariquita,Norte,Colombia,19.843333333333334,96.0
74,2429328,Hyalinobatrachium esmeralda,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Hyalinobatrachium,esmeralda,Válido,EN,"[(5.6022, -72.3466), (5.6021, -72.3468), (5.6014, -72.3458), (5.6069, -72.3515), (5.5907, -72.3515), (5.4801, -72.4316), (5.4821, -72.4305), (5.4828, -72.4324), (5.4833, -72.4298), (5.593905, -72.334003), (5.606183, -72.350426), (5.505425, -72.433894), (5.496743, -72.42456), (5.51924, -72.40692), (5.494167, -72.449444), (5.494167, -72.449444), (5.294, -72.706001), (5.294, -72.706), (5.29, -72.71), (7.539627, -72.774667), (4.89508, -73.2819), (4.26784, -73.5403), (4.26784, -73.5403), (4.26784, -73.5403), (4.26178, -73.5962), (4.26178, -73.5962), (4.26178, -73.5962), (4.26178, -73.5962), (4.27496, -73.5892), (4.27496, -73.5892), (4.27496, -73.5892), (4.27496, -73.5892), (4.15459, -73.8103)]","{'place_id': 299166498, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 575160798, 'lat': '5.5980906', 'lon': '-72.3425835', 'class': 'highway', 'type': 'track', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Vía La Union', 'display_name': 'Vía La Union, Paya, La Libertad, Boyacá, RAP (Especial) Central, Colombia', 'address': {'road': 'Vía La Union', 'county': 'Paya', 'state_district': 'La Libertad', 'state': 'Boyacá', 'ISO3166-2-lvl4': 'CO-BOY', 'region': 'RAP (Especial) Central', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.5863929', '5.6124112', '-72.3474486', '-72.3288620']}","Vía La Union, Paya, La Libertad, Boyacá, RAP (Especial) Central, Colombia",,La Libertad,Colombia,17.36060606060606,94.48484848484848
75,10760915,Ikakogi tayrona,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Ikakogi,tayrona,Válido,VU,"[(11.11559, -74.01432), (10.893977, -74.107922), (11.135061, -74.02319), (11.139749, -74.167728), (11.18543, -74.00335), (11.081729, -74.153801), (10.633085, -73.817763), (11.144548, -74.0315), (11.167516, -74.196122), (11.049063, -74.118236), (11.12429, -74.067001), (11.061743, -74.099552), (11.09495, -74.07777), (11.150345, -74.057288), (11.002815, -74.118852), (11.130717, -74.043535), (10.926416, -74.003575), (11.19232, -74.138555), (11.192104, -74.006134), (11.192305, -74.056106), (11.031315, -74.120171), (11.149851, -74.162477), (10.989119, -74.060694), (10.989119, -74.060694), (11.00201, -74.03745), (10.989167, -74.060833), (10.989119, -74.060694), (11.097915, -74.101872), (10.856515, -74.109715), (10.944407, -74.191745), (11.098244, -73.812311), (11.117047, -74.140136), (11.1031, -74.0809), (11.1031, -74.0809), (11.1107, -74.0451), (11.1107, -74.0451), (11.1107, -74.0451), (11.1107, -74.0451), (11.1107, -74.0451), (11.0703, -73.9213), (11.1083, -74.073), (11.1083, -74.073), (11.1083, -74.073), (10.9113, -74.0464), (10.906, -74.0464), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281), (11.0381, -73.9281)]","{'place_id': 298084701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3835847763, 'lat': '11.0932971', 'lon': '-74.0029017', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.27501, 'addresstype': 'village', 'name': 'Wimake', 'display_name': 'Wimake, Santa Marta, Magdalena, RAP Caribe, Colombia', 'address': {'village': 'Wimake', 'county': 'Santa Marta', 'state': 'Magdalena', 'ISO3166-2-lvl4': 'CO-MAG', 'region': 'RAP Caribe', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['11.0732971', '11.1132971', '-74.0229017', '-73.9829017']}","Wimake, Santa Marta, Magdalena, RAP Caribe, Colombia",,,Colombia,20.40236363636364,86.36363636363636
76,2429377,Nymphargus armatus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,armatus,Válido,CR,"[(4.75305, -76.2911), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722)]","{'place_id': 298062607, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1473583, 'lat': '4.7621884', 'lon': '-76.2207611', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.35112554102268, 'addresstype': 'village', 'name': 'El Cairo', 'display_name': 'El Cairo, Norte, Valle del Cauca, RAP Pacífico, Colombia', 'address': {'village': 'El Cairo', 'state_district': 'Norte', 'state': 'Valle del Cauca', 'ISO3166-2-lvl4': 'CO-VAC', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.6746639', '4.8398553', '-76.3096533', '-76.1325439']}","El Cairo, Norte, Valle del Cauca, RAP Pacífico, Colombia",,Norte,Colombia,12.51142857142857,98.28571428571429
77,10890337,Nymphargus caucanus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,caucanus,Válido,EN,[],,,,,,,
78,2429365,Nymphargus cristinae,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,cristinae,Válido,EN,"[(5.41694, -75.8895)]","{'place_id': 298835659, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703495099, 'lat': '5.3976277', 'lon': '-75.891646', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'Hacienda La Palestina', 'display_name': 'Hacienda La Palestina, Mistrató, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia', 'address': {'locality': 'Hacienda La Palestina', 'county': 'Mistrató', 'state_district': 'Vertiente Pacífico', 'state': 'Risaralda', 'ISO3166-2-lvl4': 'CO-RIS', 'region': 'RAP Eje Cafetero', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.3876277', '5.4076277', '-75.9016460', '-75.8816460']}","Hacienda La Palestina, Mistrató, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia",,Vertiente Pacífico,Colombia,13.61,99.0
79,2429368,Nymphargus garciae,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,garciae,Válido,VU,"[(4.4695, -75.485444), (4.465889, -75.488389), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291), (4.5951, -75.3291)]","{'place_id': 298183650, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703223250, 'lat': '4.4594994', 'lon': '-75.4816443', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'La Escalera', 'display_name': 'La Escalera, Cajamarca, Centro, Tolima, RAP (Especial) Central, Colombia', 'address': {'locality': 'La Escalera', 'town': 'Cajamarca', 'state_district': 'Centro', 'state': 'Tolima', 'ISO3166-2-lvl4': 'CO-TOL', 'region': 'RAP (Especial) Central', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.4494994', '4.4694994', '-75.4916443', '-75.4716443']}","La Escalera, Cajamarca, Centro, Tolima, RAP (Especial) Central, Colombia",Cajamarca,Centro,Colombia,11.400000000000002,93.71428571428571
80,2429352,Nymphargus luminosus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,luminosus,Válido,EN,[],,,,,,,
81,2429389,Nymphargus luteopunctatus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,luteopunctatus,Válido,EN,[],,,,,,,
82,2429371,Nymphargus megacheirus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,megacheirus,Válido,EN,[],,,,,,,
83,2429342,Nymphargus prasinus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,prasinus,Válido,VU,"[(5.729776, -76.150668), (6.4562, -76.2887), (6.4562, -76.2887), (6.4562, -76.2887), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656)]","{'place_id': 297541859, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1306999, 'lat': '5.838906550000001', 'lon': '-76.2079696572246', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.45000999999999997, 'addresstype': 'county', 'name': 'El Carmen de Atrato', 'display_name': 'El Carmen de Atrato, Atrato, Chocó, RAP Pacífico, Colombia', 'address': {'county': 'El Carmen de Atrato', 'state_district': 'Atrato', 'state': 'Chocó', 'ISO3166-2-lvl4': 'CO-CHO', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.6561807', '6.0212539', '-76.3805634', '-76.0661645']}","El Carmen de Atrato, Atrato, Chocó, RAP Pacífico, Colombia",,Atrato,Colombia,13.478947368421053,97.84210526315789
84,2429379,Nymphargus rosada,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,rosada,Válido,VU,"[(4.805674, -75.142947), (4.934262, -75.108936), (7.19199, -75.513402), (7.092365, -75.535027), (7.027884, -75.526521), (5.48429, -75.05709), (5.48429, -75.05709), (7.05645, -75.4707), (7.187403, -75.532774), (5.48429, -75.05709), (6.31715, -75.21084), (6.23608, -75.13558), (6.23603, -75.13565), (6.23605, -75.13206), (6.23608, -75.13558), (6.356704, -75.23669), (6.356899, -75.236931), (6.356899, -75.236931), (6.356704, -75.23669), (5.467528, -75.111028), (5.469917, -75.107972), (5.469917, -75.107972), (5.472778, -75.108972), (5.468889, -75.110194), (5.4735, -75.110028), (5.501966, -75.136638), (5.468639, -75.106722), (5.798569, -75.222364), (5.798569, -75.222364), (5.48228, -75.03386), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.9869, -75.1375), (6.9869, -75.1375), (6.983333, -75.134722), (6.9806, -75.1353), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (5.6298, -74.8412), (5.66362, -74.7859), (5.66362, -74.7859), (5.66362, -74.7859), (5.66362, -74.7859), (5.66362, -74.7859), (5.66362, -74.7859), (5.50446, -75.1784), (5.50446, -75.1784), (5.52472, -75.04155), (5.52472, -75.04155)]","{'place_id': 299453683, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703224351, 'lat': '4.8095094', 'lon': '-75.1438709', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'El Recreo', 'display_name': 'El Recreo, Murillo, Nevados, Tolima, RAP (Especial) Central, Colombia', 'address': {'locality': 'El Recreo', 'municipality': 'Murillo', 'state_district': 'Nevados', 'state': 'Tolima', 'ISO3166-2-lvl4': 'CO-TOL', 'region': 'RAP (Especial) Central', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.7995094', '4.8195094', '-75.1538709', '-75.1338709']}","El Recreo, Murillo, Nevados, Tolima, RAP (Especial) Central, Colombia",,Nevados,Colombia,17.386896551724128,98.39655172413794
85,2429359,Nymphargus ruizi,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,ruizi,Válido,VU,[],,,,,,,
86,10721467,Rulyrana adiazeta,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Rulyrana,adiazeta,Válido,VU,"[(7.02875, -73.565953), (6.875338, -73.353804), (6.875338, -73.353804), (5.671537, -74.08323), (7.15276, -73.326265), (7.192287, -73.210282), (7.67617, -73.100169), (7.67617, -73.100169), (6.949703, -73.079993), (6.580222, -73.570083), (6.580222, -73.570083), (6.580222, -73.570083), (6.580222, -73.570083), (6.105278, -73.22222), (6.105278, -73.22222), (6.8726, -73.32919), (6.8726, -73.32919), (7.012291, -73.445404), (7.012291, -73.445404), (7.012291, -73.445404), (7.024108, -73.448572), (7.024108, -73.448572), (7.024108, -73.448572), (7.012291, -73.445404), (7.022194, -73.448583), (7.01875, -73.448583), (7.021139, -73.444222), (7.022194, -73.448583), (7.019827, -73.48252), (6.927237, -73.353643), (7.021139, -73.444222), (7.022194, -73.448583), (7.019827, -73.48252), (7.418528, -73.335861), (7.418528, -73.335861), (7.418528, -73.335861), (7.418528, -73.335861), (6.81287, -73.28996), (7.248583, -73.21), (7.248583, -73.21), (7.248583, -73.21), (7.248583, -73.21), (7.243617, -73.197791), (7.243617, -73.197791), (6.111674, -73.226386), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.16305, -73.4571), (6.22974, -73.27869), (6.83333, -73.41667), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (6.52638, -73.1857), (4.93461, -74.4062), (4.93461, -74.4062), (4.93461, -74.4062), (6.55532, -73.137), (6.55532, -73.137), (6.55532, -73.137)]","{'place_id': 298556091, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 808457920, 'lat': '7.028851387840347', 'lon': '-73.56600140664467', 'class': 'highway', 'type': 'tertiary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Vía A San Vicente', 'display_name': 'Vía A San Vicente, San Vicente de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia', 'address': {'road': 'Vía A San Vicente', 'county': 'San Vicente de Chucurí', 'state_district': 'Yariguíes', 'state': 'Santander', 'ISO3166-2-lvl4': 'CO-SAN', 'region': 'RAP Gran Santander', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['7.0219094', '7.0329908', '-73.5786209', '-73.5581220']}","Vía A San Vicente, San Vicente de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia",,Yariguíes,Colombia,20.624657534246595,93.10958904109589
87,10842940,Sachatamia electrops,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Sachatamia,electrops,Válido,EN,"[(6.011115, -75.052125), (5.847292, -75.120627), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26022, -74.92704), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26261, -74.92467), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.26013, -74.92719), (6.00916, -74.99597), (6.28619, -74.93797), (6.28619, -74.93797), (6.28619, -74.93797), (6.28619, -74.93797), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.28493, -74.93865), (6.016284, -74.937652), (6.347335, -75.192092)]","{'place_id': 297982465, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703178209, 'lat': '6.0025751', 'lon': '-75.0501343', 'class': 'place', 'type': 'hamlet', 'place_rank': 20, 'importance': 0.25000999999999995, 'addresstype': 'hamlet', 'name': 'El Silencio', 'display_name': 'El Silencio, San Luis, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'hamlet': 'El Silencio', 'town': 'San Luis', 'state_district': 'Oriente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.9825751', '6.0225751', '-75.0701343', '-75.0301343']}","El Silencio, San Luis, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia",San Luis,Oriente,Colombia,18.584065934065936,98.81318681318682
88,10739522,Sachatamia punctulata,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Sachatamia,punctulata,Válido,VU,"[(6.235291, -74.966217), (5.418357, -74.849953), (6.381146, -74.969235), (5.852123, -74.937769), (6.182104, -74.966171), (6.56515, -74.633799), (7.081572, -75.686913), (7.122118, -75.685099), (7.079065, -75.689201), (7.079848, -75.691698), (7.082839, -75.687443), (7.121527, -75.683915), (7.082839, -75.687443), (7.121527, -75.683915), (5.090839, -74.844692), (6.060971, -74.831695), (6.013809, -74.834182), (6.26013, -74.92719), (7.096633, -75.669285), (7.094261, -75.671247), (7.096633, -75.669285), (7.094036, -75.671373), (5.26244, -74.955387), (5.810685, -75.002977), (5.57643, -74.94062), (5.887056, -75.192722), (5.886528, -75.190639), (5.886889, -75.19175), (5.886889, -75.19175), (5.886944, -75.192778), (5.886667, -75.190556), (5.886944, -75.191667), (5.886889, -75.19175), (5.31433, -74.94112), (5.571861, -74.889528), (6.352028, -75.008111), (5.14124, -74.94285), (6.380528, -75.034833), (6.8667, -75.1667), (5.62745, -74.94291), (5.62745, -74.94291), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.297528, -74.911722), (5.553333, -74.873056), (5.594167, -74.885278), (5.556083, -74.883333), (5.577306, -74.868778), (5.56667, -74.88333), (6.5469, -74.6436), (5.39724, -74.9214), (5.26667, -75.33333), (6.00772, -74.8171), (5.56482, -74.9562), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.35027, -75.0397), (5.34907, -74.94006), (5.34907, -74.94006), (5.98976, -74.9576)]","{'place_id': 298856695, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703178431, 'lat': '6.2493506', 'lon': '-74.9569388', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'Pio Xii', 'display_name': 'Pio Xii, San Carlos, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'locality': 'Pio Xii', 'county': 'San Carlos', 'state_district': 'Oriente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['6.2393506', '6.2593506', '-74.9669388', '-74.9469388']}","Pio Xii, San Carlos, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia",,Oriente,Colombia,20.0238028169014,97.73239436619718
89,2426021,Atopophrynus syntomopus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Atopophrynus,syntomopus,Válido,CR,"[(5.70394, -75.2612), (5.70394, -75.2612)]","{'place_id': 389357545, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1281354234, 'lat': '5.703951203794942', 'lon': '-75.26128227320088', 'class': 'highway', 'type': 'secondary', 'place_rank': 26, 'importance': 0.05338697566186004, 'addresstype': 'road', 'name': 'Ruta Sonson - Nariño', 'display_name': 'Ruta Sonson - Nariño, Sonsón, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'road': 'Ruta Sonson - Nariño', 'county': 'Sonsón', 'state_district': 'Oriente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.7019160', '5.7045012', '-75.2644039', '-75.2539766']}","Ruta Sonson - Nariño, Sonsón, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia",,Oriente,Colombia,7.82,100.0
